confDC0 [-],confDC1 [-],confVDL0 [-],confVDL1 [-],perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps]
09178,09861,06182,23872,2453.5,2515.0,229.24,215.72
55323,25237,04776,42113,2444.9,2504.8,232.91,219.33
21099,06267,33022,62016,2451.5,2515.1,229.02,216.08
34091,47638,06242,51210,2443.7,2507.8,228.88,215.57
06106,57718,17481,43168,2450.3,2511.7,229.52,215.85
06119,35354,01474,20995,2457.8,2515.4,229.49,215.93
09434,37716,26825,51680,2452.4,2513.4,199.15,185.58
28242,47651,06409,31748,2444.7,2508.9,229.52,215.91
07578,59793,17608,17956,2455.5,2512.8,229.71,216.09
58165,30322,17296,21025,2443.0,2507.5,229.10,215.45
22946,19487,04929,51203,2452.2,2516.1,229.01,215.56
31074,07333,05201,21002,2450.7,2520.3,229.17,216.01
09866,06748,17546,28706,2450.0,2509.7,229.35,215.58
53831,25700,33347,06306,2442.5,2508.3,230.02,216.89
33258,18219,27650,52544,2452.4,2513.9,229.08,215.71
25180,06584,33022,43138,2444.9,2511.6,229.01,216.00
09434,12971,10266,50272,2452.7,2514.6,229.60,216.27
36337,33148,33929,19492,2451.6,2516.7,229.47,215.56
06587,33254,36354,35338,2447.1,2510.9,229.16,215.61
10484,09562,04905,37093,2455.2,2517.0,211.91,198.83
14979,17483,04580,62784,2454.5,2513.0,221.30,207.62
10227,05580,17421,60420,2455.9,2513.5,230.04,216.02
14137,10419,24676,35846,2444.4,2508.4,229.04,215.27
44241,32066,05281,22657,2443.4,2507.4,229.22,215.85
54914,29246,33294,21040,2447.3,2510.3,230.43,217.18
11848,58258,03213,23696,2456.6,2517.6,217.52,203.78
36337,18982,17608,37186,2450.8,2513.9,229.77,215.93
37323,59553,32895,20868,2450.9,2513.2,229.20,216.07
25460,17018,10404,04900,2449.1,2514.1,229.14,215.62
14932,14274,08756,33542,2444.1,2509.7,229.24,215.89
