confDC0 [-],confDC1 [-],confVDL0 [-],confVDL1 [-],perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps]
05125,45376,04410,35078,6482.0,6550.0,220.90,215.47
33032,31504,58656,01484,6476.5,6547.5,216.31,211.30
04169,08337,20288,22688,6573.1,6653.8,219.00,213.77
16465,02833,20708,50306,6487.7,6568.7,220.34,215.07
04260,29697,02476,59908,6487.3,6557.5,220.55,215.38
04244,04149,02331,62468,6578.2,6641.8,221.12,215.91
20500,04306,18571,50182,6499.3,6573.3,221.02,215.71
04291,09218,12427,20868,6503.6,6565.1,221.35,216.07
04184,08608,10321,00849,6492.9,6568.7,230.35,224.89
57104,05440,08894,51238,6521.6,6629.3,203.06,197.89
09776,04195,43780,63552,6475.6,6550.6,220.63,215.65
12315,08227,20643,49414,6502.8,6579.7,220.76,215.98
20545,25376,04623,06440,6561.5,6637.2,221.62,216.35
20500,06448,09520,58116,6498.2,6563.6,221.20,216.23
24842,04165,17850,09007,6485.1,6561.7,188.01,183.05
29232,00369,09414,35025,6583.0,6656.4,215.02,209.74
28935,16650,24756,24661,6472.8,6546.6,218.88,213.61
24842,32801,24591,31104,6485.3,6557.7,220.00,214.68
08710,45315,14533,22281,6478.3,6559.0,199.17,193.60
57104,17665,33990,02409,6522.0,6632.3,214.61,209.68
08710,03089,05317,54144,6471.7,6552.7,218.06,213.02
17696,09985,11282,22660,6576.7,6651.0,220.32,214.94
08710,04180,20533,42754,6469.5,6556.3,220.43,215.18
08710,04752,02499,26658,6473.2,6559.2,221.11,215.89
13360,04274,08660,19492,6575.6,6647.4,220.79,215.57
05125,24837,35860,49667,6476.0,6553.1,221.08,215.94
13360,21040,50952,02852,6573.7,6642.8,221.07,215.68
33793,08218,61760,18050,6503.8,6558.4,221.00,215.47
00593,27920,18521,23360,6485.3,6544.1,220.42,215.13
20545,23824,04780,22720,6560.1,6638.3,220.84,215.66
25857,12309,01637,33496,6463.2,6551.5,215.33,210.19
04169,04620,36624,09239,6571.6,6652.8,218.73,213.34
05232,04152,02772,18722,6487.1,6561.7,219.71,214.30
00533,00531,04679,45090,6494.9,6570.2,220.74,215.28
07472,37633,12365,18724,6543.5,6637.4,220.79,215.53
12323,39440,08590,52544,6457.3,6539.3,221.18,215.59
16653,00281,12437,06532,6577.5,6671.2,221.29,215.86
01554,51216,08643,14496,6460.1,6538.9,221.05,215.71
48912,12556,04472,20995,6576.1,6655.1,220.98,215.69
09280,47376,12485,51976,6454.0,6530.1,220.98,215.54
29232,00279,19496,62016,6583.0,6663.4,221.38,215.96
05008,55312,02701,53384,6461.5,6524.7,221.43,215.87
