confDC0 [-],confDC1 [-],confVDL0 [-],confVDL1 [-],perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps]
04751,04726,10626,03488,3297.4,3349.4,226.06,216.19
32991,48880,11304,24255,3294.7,3350.5,220.30,210.71
16948,33346,49225,18640,3297.3,3360.4,231.79,221.63
47375,07633,20998,12160,3303.9,3367.5,226.27,216.05
08650,36362,14348,49674,3283.8,3347.7,226.00,215.97
05715,08773,33836,54785,3300.3,3367.3,225.63,215.71
05826,27666,39104,39688,3298.3,3360.3,225.77,215.44
08634,03288,12577,37123,3301.4,3361.1,226.34,216.16
20809,02956,09380,21184,3298.0,3357.1,226.34,216.05
17010,09889,01936,17698,3286.0,3350.8,225.87,215.60
05715,03768,05400,18947,3298.5,3354.1,225.99,215.73
17617,03450,12872,27396,3296.8,3356.8,226.45,216.27
03742,01726,34177,25122,3303.0,3353.7,226.13,216.18
16193,08803,45061,17188,3276.7,3340.4,226.07,216.00
10306,04773,05400,45216,3304.3,3361.4,225.96,215.84
05028,61547,19074,03620,3288.2,3348.5,226.04,215.84
13394,52704,14468,35873,3292.7,3355.4,226.53,216.43
13603,27917,24992,23872,3286.5,3356.0,226.06,215.95
06338,48646,16939,18455,3278.1,3335.8,219.57,209.34
04086,02924,10561,48132,3331.2,3380.8,226.04,215.99
07010,24885,20784,45186,3280.4,3346.8,226.19,215.99
14481,44065,49414,49414,3296.4,3355.8,225.75,215.60
10177,29090,14353,37186,3297.8,3356.9,226.12,216.23
44042,03510,33806,52488,3319.6,3372.1,226.54,216.40
10481,03526,05393,05536,3282.6,3332.7,226.25,216.16
13603,13845,33814,53440,3286.5,3355.3,225.80,215.43
03199,49368,05170,57504,3301.6,3360.8,226.47,216.13
41258,16947,26825,29197,3290.5,3356.8,199.05,188.97
16700,49350,29840,53285,3299.3,3359.5,209.43,199.34
12129,18753,28752,43042,3285.2,3355.7,225.51,215.50
11633,53446,09290,28832,3298.2,3364.8,226.56,216.14
52231,24915,05448,06689,3269.3,3355.6,225.58,215.50
03817,58132,17450,22336,3293.5,3359.6,226.67,216.27
20809,53544,28692,37216,3297.5,3363.2,226.09,215.98
17010,33170,45061,18954,3285.3,3353.8,226.10,216.05
20809,04605,05218,10786,3297.8,3361.1,226.17,215.93
38017,45618,02266,01235,3293.8,3351.7,244.07,233.26
08606,07153,20784,21002,3297.9,3360.0,226.28,215.96
45848,07959,12820,22657,3306.0,3362.0,226.09,215.76
03199,03691,05400,14496,3300.2,3355.1,226.04,215.72
05475,12645,25153,51336,3291.9,3351.1,226.13,215.94
02990,02759,12584,07300,3296.9,3355.6,226.12,215.95
12636,39692,09392,21510,3278.1,3346.0,226.33,215.85
11544,65285,18947,39048,3284.3,3344.7,225.77,215.42
04790,02911,12562,03590,3324.6,3381.3,226.20,215.98
02526,45227,38929,26658,3291.0,3357.1,225.98,215.70
02556,34068,14353,34340,3295.2,3360.2,226.08,215.72
09257,37038,28752,59908,3293.0,3357.7,225.54,215.40
20809,08914,33876,35204,3297.9,3366.2,226.12,215.75
10481,44039,19136,34310,3281.9,3343.8,226.46,216.20
05299,02460,09253,19492,3318.4,3371.4,226.16,215.61
05194,32943,64032,09431,3290.3,3353.1,207.97,197.67
10306,01756,18754,19586,3303.3,3358.3,225.44,215.36
09257,01787,04900,47680,3291.9,3348.2,226.33,216.14
10177,13085,09040,61700,3297.2,3355.5,225.97,215.88
41195,02808,01215,50308,3293.4,3350.5,226.56,216.45
05475,16695,12868,51210,3290.2,3352.3,225.50,215.56
03322,64520,06659,63489,3273.1,3334.9,226.32,216.22
08696,04574,33806,20288,3324.1,3386.5,226.54,216.34
57667,22291,09238,18977,3277.7,3346.0,226.15,215.61
04952,08692,21528,03618,3305.5,3372.3,224.97,214.76
40204,31246,10520,53316,3289.1,3351.2,226.43,216.16
33681,34865,19074,52744,3295.1,3355.5,226.26,216.06
11905,02429,08980,22596,3309.7,3353.6,226.50,216.19
45490,52744,51816,37333,3268.0,3332.1,192.58,182.58
65288,25116,43137,54592,3298.8,3389.8,225.97,215.91
